id,Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),'WindSpeed,Cadaence(revs/s),Elevation(meters),'Hill,'Temperature(C,'Penalty,'Cluster
705,100.42,5326.9,112,10.416,8.7173,1.5833,79.858,-1.34,25,149.15,4
706,86.64,5343,111,10.371,9.656,1.5833,79.858,-1.63,25,192.63,4
707,99.15,5343,111,10.416,8.5831,1.5833,79.858,-1.53,25,234.59,4
708,112.62,5359.1,110,10.416,8.9855,1.5833,79.858,-1.62,25,247.45,4
709,135.07,5359.1,109,10.416,8.9408,1.5333,79.858,-1.81,25,258.5,4
710,150.59,5375.2,109,10.505,7.0185,1.5167,79.858,-1.51,25,255.18,4
711,158.21,5391.3,108,10.595,8.0914,1.5333,79.858,-1.6,25,242.92,4
712,143.46,5391.3,107,10.684,9.0749,1.5333,78.943,-1.9,25,182.01,4
713,144.47,5407.4,107,10.774,8.762,1.55,78.943,-1.9,25,123.22,4
714,146.38,5423.5,107,10.818,9.2537,1.55,78.943,-2,25,84.435,4
715,148.29,5423.5,108,10.818,8.5831,1.55,78.943,-1.91,25,78.959,4
716,134.97,5439.6,108,10.908,8.2702,1.5667,78.638,-2.01,25,80.819,4
717,143.67,5455.7,108,10.997,6.2138,1.5833,78.638,-2.12,25,77.344,4
718,160.63,5455.7,108,11.131,4.6045,1.6,78.638,-2.02,25,79.084,4
719,156.45,5471.8,107,11.221,6.3927,1.6167,78.638,-1.82,25,79.888,4
720,154.34,5487.8,107,11.221,7.3761,1.6167,77.724,-1.22,25,80.019,4
721,141.16,5503.9,106,11.221,7.3761,1.6167,77.724,-0.93,25,86.907,4
722,141.02,5503.9,106,11.265,7.1526,1.6167,77.724,-1.03,25,93.725,4
723,142.79,5520,106,11.265,6.7056,1.6333,77.724,-1.13,25,105.67,4
724,148.62,5536.1,107,11.355,8.2255,1.6333,76.81,-1.33,25,93.602,4
725,136.28,5536.1,107,11.355,8.6726,1.6333,76.81,-1.34,25,82.998,4
726,130.69,5552.2,108,11.31,8.8514,1.6167,76.81,-1.15,25,110.13,4
727,130.2,5568.3,108,11.221,8.6279,1.6167,76.81,-1.06,25,247.96,4
728,132.8,5568.3,108,11.176,7.3314,1.6,76.505,-0.88,25,506.64,4
729,149.31,5584.4,108,11.087,7.5997,1.6,76.505,-0.58,25,671.5,4
730,166.65,5600.5,108,10.997,7.8679,1.5833,76.505,-0.49,25,714.9,4
731,212.3,5616.6,108,11.131,7.8232,1.6,76.505,-0.2,25,688.71,4
732,289.96,5616.6,109,11.221,7.5103,1.6167,75.59,0,25,655.91,3
733,307.65,5632.7,109,11.355,7.5103,1.6333,75.59,0.09,25,682.09,3
734,269.23,5648.8,110,11.31,6.9738,1.6333,75.59,0.29,25,906.92,3
735,213.83,5648.8,111,11.221,7.0185,1.4,75.59,0.28,25,1057.1,4
736,168.44,5664.9,111,11.087,7.4208,1.1833,75.286,-0.12,25,1188.4,4
737,111.08,5681,112,10.908,7.5997,0.68333,75.286,0.08,25,1242.2,4
738,5.72,5681,112,10.64,8.3149,0.066667,75.286,-0.13,25,1189.4,4
739,16.43,5697.1,112,10.416,8.8961,0.4,75.286,-0.13,25,1014.5,4
740,5.15,5713.2,112,10.148,7.9573,1.05,74.981,0.07,25,796.33,4
741,25.89,5713.2,112,9.9243,6.6162,0.88333,74.981,-0.03,25,580.7,4
742,4.67,5729.3,112,9.7007,7.5103,0.26667,74.981,0.07,25,341.66,4
743,0,5729.3,110,8.8514,7.0632,0,74.981,-0.03,25,87.338,4
744,0,5745.3,109,8.1361,6.2138,0,75.286,-0.54,25,89.238,3
745,0,5745.3,108,7.3761,5.5433,0,75.286,-0.64,25,81.042,3
746,0,5761.4,107,6.6162,4.828,0,75.286,-1.04,25,81.562,3
747,0,5761.4,106,6.0797,4.0681,0,75.286,-1.84,25,77.987,3
748,0,5777.5,104,5.4092,2.5481,0,75.286,-1.54,25,164.8,3
749,0,5777.5,102,4.6045,1.8776,0,75.286,-1.34,25,253.85,3
750,0,5777.5,101,4.2469,2.6375,0,75.286,-0.34,25,326.37,3
751,24.74,5777.5,100,3.9786,3.3975,0.48333,75.286,1.16,25,356.12,3
752,48.7,5793.6,101,4.0233,3.0846,0.78333,75.286,1.96,25,392.39,3
753,69.76,5793.6,101,4.2022,2.6375,0.8,75.286,1.86,25,409,3
754,82.7,5793.6,102,4.2916,2.7716,0.83333,75.286,1.65,25,399.34,3
755,76.68,5793.6,103,4.3363,3.1293,0.85,75.286,1.35,25,361.67,3
756,95.63,5809.7,103,4.381,3.3528,0.9,76.2,1.35,25,287.04,3
757,101.59,5809.7,103,4.5598,3.3528,0.93333,76.2,1.35,25,220.77,3
758,103.53,5809.7,104,4.6939,3.7551,0.96667,76.2,1.25,25,188.13,3
759,107.37,5825.8,104,4.7833,4.381,0.98333,76.2,1.14,25,166.29,3
760,116.31,5825.8,105,4.828,4.2469,1,76.505,1.34,25,147.76,3
761,117.11,5825.8,105,4.6045,4.1128,0.96667,76.505,2.33,25,107.22,3
762,127.94,5825.8,106,4.4704,4.1128,0.93333,76.505,2.93,25,110.62,3
763,121.78,5841.9,106,4.4257,3.5316,0.91667,76.505,3.82,25,159.73,3
764,101.6,5841.9,106,4.1128,3.1293,0.88333,76.81,4.12,25,159.04,3
765,100.43,5841.9,106,3.8445,3.3528,0.83333,76.81,4.42,25,193.5,3
766,128.34,5841.9,106,3.5316,2.5481,0.75,76.81,5.31,25,215.54,3
767,152.26,5858,106,3.7998,3.7104,0.8,76.81,5.51,25,269.46,3
768,134.22,5858,106,4.1575,3.8445,0.8,77.114,5.31,25,350.65,3
769,160.11,5858,106,4.2916,3.4869,0.86667,77.114,5.2,25,401.02,3
770,158.99,5858,106,4.2916,4.1128,0.91667,77.114,4.2,25,486.39,3
771,184.93,5874.1,107,4.6492,4.3363,0.96667,77.114,3.6,25,425.22,3
772,209.75,5874.1,108,4.9174,4.9174,1.0333,78.029,3.39,25,383.17,3
773,214.67,5874.1,109,5.1857,5.2751,1.0833,78.029,2.69,25,362.77,3
774,265.46,5890.2,110,5.4986,5.3645,1.15,78.029,2.39,25,308.99,3
775,202.35,5890.2,111,5.9009,6.2585,1.2167,78.029,1.88,25,295.98,3
776,193.17,5890.2,112,5.7668,5.8562,1.2,78.638,1.98,25,292.2,3
777,187.12,5906.3,112,5.7221,4.2022,1.1833,78.638,2.18,25,338.32,3
778,177.95,5906.3,114,5.6774,4.7386,1.1667,78.638,2.27,25,457.51,3
779,171.9,5906.3,114,5.6327,4.381,1.1667,78.638,2.77,25,713.35,3
780,161.74,5922.4,114,5.588,4.6045,1.1667,79.553,2.87,25,766.72,3
781,142.69,5922.4,115,5.5433,4.9174,1.15,79.553,2.47,25,827.52,3
782,91.56,5922.4,115,5.4539,5.4986,0.88333,79.553,2.26,25,843.88,3
783,0,5938.5,115,5.1409,6.0797,0.46667,79.553,1.76,25,819.83,3
784,0,5938.5,114,4.828,8.7173,0,79.858,1.36,25,761.6,3
785,0,5938.5,114,4.381,7.555,0,79.858,1.36,25,660.16,3
786,0,5954.6,113,4.0681,5.2751,0,79.858,1.26,25,508.33,3
787,0,5954.6,112,3.7998,4.6492,0,79.845,1.45,25,289.54,3
788,0,5954.6,110,3.5316,5.9456,0,79.833,0.95,25,0,3
789,0,5954.6,109,3.2187,5.4092,0,79.821,0.75,25,0,3
790,0,5954.6,108,2.7716,5.1857,0,79.809,0.25,25,0,3
791,0,5970.7,107,2.2352,2.861,0,79.797,-0.65,25,0,3
792,0,5970.7,105,1.3411,3.4422,0,79.784,-0.75,25,0,3
793,0,5970.7,105,0.089408,3.8892,0,79.772,-0.65,25,0,3
794,0,5970.7,105,0,3.1293,0,79.76,0.35,25,0,3
795,0,5970.7,91,1.6987,0,0,79.748,-0.75,25,0,3
796,0,5970.7,90,1.6987,0,0,79.736,-1.75,25,0,3
797,0,5970.7,88,1.654,2.0117,0,79.723,-2.25,25,0,3
798,0,5970.7,88,0.75997,1.654,0,79.711,-2.25,25,239.38,3
799,0,5970.7,88,0,2.414,0,79.699,-2.25,25,497.16,3
800,0,5970.7,95,2.1011,2.0564,0,79.687,-0.75,24.444,606.36,3
801,0,5970.7,96,2.5928,2.0564,0,79.675,-0.65,24.444,691.09,3
802,75.7,5986.7,96,3.3081,2.2352,0.51667,79.663,-0.15,24.444,747.02,3
803,146.46,5986.7,98,3.8892,3.0846,0.76667,79.65,1.05,24.444,778.4,3
804,137.2,5986.7,99,4.4257,3.1293,0.88333,79.638,1.44,24.444,768.62,3
805,152.12,5986.7,101,4.6045,3.3975,0.95,79.626,1.84,24.444,708.26,3
806,163.01,6002.8,102,4.7833,3.4869,1,79.614,2.04,24.444,586.78,3
807,176.94,6002.8,103,4.9621,4.6939,1.0333,79.602,1.94,24.444,359.68,3
808,180.84,6002.8,105,5.1409,5.7668,1.0667,79.589,2.24,24.444,280.35,3
809,179.82,6018.9,106,5.2304,6.6609,1.0833,79.577,2.24,24.444,318.33,3
810,183.72,6018.9,107,5.4092,7.3314,1.1167,79.565,1.94,24.444,310.2,3
811,205.67,6018.9,109,5.588,7.8679,1.15,79.553,1.84,24.444,286.02,3
812,230.58,6035,109,5.7668,7.2867,1.2,79.553,1.64,24.444,285.11,3
813,236.54,6035,110,5.9009,6.4821,1.2167,79.553,2.04,24.444,293.83,3
814,237.54,6035,111,5.8562,6.1244,1.2167,79.553,2.64,24.444,310.85,3
815,227.59,6051.1,112,5.7668,6.3032,1.2,79.553,3.04,24.444,277.76,3
816,249.55,6051.1,112,5.7668,6.9738,1.2,81.686,3.74,24.444,207.77,3
817,258.55,6051.1,113,5.7668,6.6162,1.2,81.686,4.14,24.444,197.97,3
818,276.49,6067.2,115,5.7668,5.8115,1.1833,81.686,4.64,24.444,228.99,3
819,265.49,6067.2,116,5.6774,5.2751,1.2333,81.686,4.84,24.444,250.67,3
820,254.49,6067.2,117,5.5433,5.7668,1.3333,83.515,5.34,24.444,275.34,3
821,286.48,6083.3,118,5.4539,4.9621,1.3833,83.515,5.84,24.444,238.51,3
822,298.43,6083.3,119,5.4092,3.5316,1.3667,83.515,6.33,24.444,225.82,3
823,302.48,6083.3,120,5.1857,3.4422,1.3,83.515,7.53,24.444,224.07,3
824,316.56,6099.4,121,4.8727,3.2634,1.25,85.344,8.73,24.444,222.28,5
825,305.6,6099.4,122,4.7386,2.414,1.2333,85.344,9.33,24.444,200.8,5
826,310.72,6099.4,123,4.381,2.0564,1.2667,85.344,10.33,24.444,137.82,5
827,321.7,6115.5,124,4.2916,2.0564,1.2,85.344,10.92,24.444,143.69,5
828,312.86,6115.5,125,3.9339,2.2799,1.1667,87.478,11.22,24.444,180.58,5
829,319.87,6115.5,125,3.7998,3.0399,1.1,87.478,11.92,24.444,216.2,5
830,335.92,6115.5,126,3.6657,2.5034,1.0667,87.478,12.72,24.444,258.52,5
831,343.98,6131.6,128,3.5316,3.0399,1.0333,87.478,13.42,24.444,270.81,5
832,359.02,6131.6,128,3.3975,3.621,1,89.002,13.92,24.444,253.72,5
833,369.03,6131.6,129,3.3528,3.4422,0.98333,89.002,14.82,24.444,240.59,5
834,378.05,6131.6,131,3.2187,3.8445,0.95,89.002,15.51,24.444,194.93,5
835,381.05,6131.6,132,3.174,3.7551,0.93333,89.002,15.51,24.444,140.55,5
836,367.03,6147.7,133,3.174,3.2187,0.91667,92.05,15.51,24.444,116.11,5
837,368.02,6147.7,134,3.0846,2.7269,0.91667,92.05,15.41,24.444,109.22,5
838,364.99,6147.7,135,3.0846,2.8163,0.88333,92.05,14.91,24.444,118.91,5
839,356.96,6147.7,136,3.1293,2.5481,0.91667,92.05,14.61,24.444,122.76,5
840,349.9,6147.7,137,3.1293,2.2799,0.91667,93.574,14.5,24.444,107.86,5
841,347.84,6163.8,138,3.174,1.4752,0.91667,93.574,13.9,24.444,83.832,5
842,348.83,6163.8,139,3.0846,1.7435,0.9,93.574,14,24.444,80.597,5
843,350.88,6163.8,140,2.9952,1.6987,0.9,93.574,14.4,24.444,78.926,5
844,358.83,6163.8,141,2.9952,0,0.88333,95.707,15,24.444,74.859,5
845,367.82,6163.8,141,2.9952,1.8776,0.86667,95.707,16.1,24.444,82.212,5
846,363.83,6163.8,141,2.9058,1.8776,0.86667,95.707,16.39,24.444,85.362,5
847,366.78,6179.9,142,2.9505,2.1905,0.86667,95.707,16.39,24.444,74.068,5
848,358.77,6179.9,142,2.9058,0,0.85,97.536,16.59,24.444,67.436,5
849,367.8,6179.9,143,2.8163,0,0.83333,97.536,16.79,24.444,61.468,5
850,370.72,6179.9,144,2.9058,0,0.86667,97.536,16.69,24.444,72.069,5
851,364.56,6179.9,144,3.0399,0,0.88333,97.536,16.48,24.444,94.729,5
852,352.54,6196,144,2.9952,0,0.9,98.755,15.88,24.444,116.42,5
853,354.42,6196,145,3.0846,1.6093,0.9,98.755,15.08,24.444,129.99,5
854,350.41,6196,146,3.0846,0,0.88333,98.755,14.88,24.444,144.32,5
855,340.52,6196,146,2.9058,0,0.86667,98.755,14.78,24.444,140.91,5
856,336.45,6196,146,2.9505,0,0.86667,100.58,14.78,24.444,124.08,5
857,333.45,6196,147,2.9505,1.4752,0.86667,100.58,14.88,24.444,99.008,5
858,331.47,6212.1,147,2.9058,2.0117,0.85,100.58,14.78,24.444,87.132,5
859,331.44,6212.1,148,2.9058,2.0117,0.85,100.58,14.57,24.444,66.755,5
860,327.41,6212.1,148,2.9505,2.5034,0.85,101.5,14.67,24.444,49.625,5
861,332.43,6212.1,149,2.9058,0,0.85,101.5,14.77,24.444,60.881,5
862,339.42,6212.1,149,2.9058,0,0.86667,101.5,14.77,24.444,72.714,5
863,341.35,6228.1,149,2.9952,0,0.86667,101.5,14.87,24.444,97.364,5
864,328.42,6228.1,150,2.9058,0,0.86667,102.72,14.87,24.444,121.38,5
865,320.38,6228.1,150,2.9505,0,0.86667,102.72,14.07,24.444,131.33,5
866,318.33,6228.1,150,2.9952,1.4305,0.86667,102.72,13.77,24.444,142.25,5
867,309.32,6228.1,150,2.9952,2.0564,0.88333,102.72,13.37,24.444,148.55,5
868,304.37,6228.1,150,2.9505,1.8329,0.86667,104.55,13.07,24.444,150.34,5
869,307.33,6244.2,151,2.9952,1.6093,0.86667,104.55,13.17,24.444,130.36,5
870,304.37,6244.2,151,2.9505,2.1458,0.86667,104.55,13.37,24.444,116.78,5
871,300.37,6244.2,151,2.9505,2.7716,0.86667,104.55,13.17,24.444,100.39,5
872,289.34,6244.2,151,2.9952,2.3246,0.88333,105.77,12.67,24.444,80.341,5
873,287.3,6244.2,151,3.0399,2.4587,0.88333,105.77,12.37,24.444,74.697,5
874,289.29,6260.3,152,3.0399,3.3975,0.9,105.77,11.77,24.444,69.158,5
875,297.21,6260.3,151,3.1293,3.9786,0.9,105.77,11.57,24.444,66.961,5
876,294.26,6260.3,151,3.0846,4.6939,0.91667,107.9,11.78,24.444,164.55,5
877,289.22,6260.3,151,3.1293,3.7998,0.91667,107.9,11.48,24.444,166.09,5
878,296.18,6260.3,151,3.174,3.2634,0.91667,107.9,11.37,24.444,163.38,5
879,306.14,6276.4,151,3.2187,3.621,0.95,107.9,11.67,24.444,160.34,5
880,342.94,6276.4,151,3.4422,3.3528,1,109.42,11.38,24.444,160.03,5
881,291.85,6276.4,151,3.5316,3.8892,1.0667,109.42,10.97,24.444,162.44,5
882,296,6276.4,151,3.3528,4.6045,1.1,109.42,10.67,24.444,161.73,5
883,291.87,6276.4,151,3.4869,4.9621,1.1667,109.42,9.67,24.444,157.99,5
884,289.74,6292.5,151,3.621,3.9786,1.2167,111.56,8.87,24.444,158.23,5
885,290.61,6292.5,151,3.7551,3.5763,1.2833,111.56,8.87,24.444,161.28,5
886,297.5,6292.5,151,3.8892,2.9058,1.3,111.56,8.27,24.444,51.425,5
887,298.45,6292.5,151,3.9339,3.621,1.3,111.56,8.37,24.444,61.334,5
888,295.4,6308.6,151,3.9786,3.2634,1.3167,112.78,8.67,24.444,81.52,5
889,287.41,6308.6,150,3.9786,3.4422,1.3,112.78,8.67,24.444,82.086,5
890,281.49,6308.6,151,3.8892,4.2022,1.2833,112.78,8.87,24.444,82.077,5
891,281.48,6308.6,151,3.8892,4.6939,1.2833,112.78,8.87,24.444,81.314,5
892,272.57,6324.7,151,3.7998,4.381,1.25,114,8.97,24.444,77.652,5
893,283.6,6324.7,151,3.7551,4.9174,1.25,114,8.97,24.444,68.739,5
894,285.52,6324.7,151,3.8445,5.0962,1.2667,114,8.77,24.444,64.024,5
895,286.56,6324.7,151,3.7998,4.4704,1.2333,114,9.27,24.444,68.912,5
896,294.66,6340.8,151,3.7104,4.3363,1.2167,115.21,9.67,24.444,68.59,5
897,291.7,6340.8,151,3.6657,3.9786,1.2,115.21,9.87,24.444,68.902,5
898,291.75,6340.8,152,3.621,4.7833,1.2,115.21,10.37,24.444,47.42,5
899,293.77,6340.8,152,3.621,4.6045,1.2,115.21,10.07,24.444,49.587,5
900,291.77,6340.8,152,3.621,4.6045,1.2,115.82,9.78,24.444,63.015,5
901,294.82,6356.9,153,3.5763,4.4704,1.1833,115.82,9.98,24.444,75.683,5
902,298.84,6356.9,153,3.5763,5.3198,1.1833,115.82,9.98,24.444,95.089,5
903,301.86,6356.9,152,3.5763,5.0515,1.1667,115.82,10.18,24.444,116.11,5
904,308.89,6356.9,153,3.5316,3.7551,1.1667,117.04,10.58,24.444,137.43,5
905,312.99,6373,153,3.4422,4.9174,1.1167,117.04,11.28,24.444,149.9,5
906,317.09,6373,153,3.3528,5.1409,1.1,117.04,11.68,24.444,166.72,5
907,278.15,6373,153,3.3081,4.9621,1.05,117.04,11.48,24.444,180.3,5
908,324.4,6373,153,3.0399,3.3975,0.95,118.26,11.58,24.444,192.14,5
909,324.35,6373,153,3.1293,4.2022,0.9,118.26,11.18,24.444,218.16,5
910,334.37,6389.1,154,3.1293,3.9786,0.91667,118.26,11.58,24.444,241.97,5
911,338.42,6389.1,154,3.0846,5.4092,0.9,118.26,12.78,24.444,275.87,5
912,342.49,6389.1,154,3.0399,3.9339,0.9,120.4,13.58,24.444,302.09,5
913,357.56,6389.1,154,2.9952,3.5316,0.86667,120.4,14.88,24.444,222.6,5
914,362.59,6389.1,155,2.9952,2.9952,0.86667,120.4,15.39,24.444,211.45,5
915,376.67,6389.1,155,2.9058,4.2469,0.86667,120.4,16.19,24.444,187.52,5
916,381.7,6405.2,155,2.9058,4.5598,0.85,122.53,16.89,24.444,171.04,5
917,378.72,6405.2,155,2.9058,3.7104,0.85,122.53,16.79,24.444,139.02,5
918,376.78,6405.2,156,2.861,3.621,0.85,122.53,17.09,24.444,91.661,5
919,380.8,6405.2,156,2.861,3.6657,0.85,122.53,16.89,24.444,82.982,5
920,386.73,6405.2,156,2.9505,3.9786,0.85,123.44,16.59,24.444,134.1,5
921,381.83,6421.3,156,2.861,2.9058,0.85,123.44,16.99,24.444,174.43,5
922,370.85,6421.3,156,2.861,0,0.83333,123.44,16.69,24.444,196.64,5
923,361.84,6421.3,157,2.9058,0,0.83333,123.44,16.39,24.444,227.17,5
924,340.9,6421.3,157,2.8163,0,0.83333,125.58,15.99,24.444,274.34,5
925,337.92,6421.3,157,2.8163,0,0.83333,125.58,15.19,24.444,295.85,5
926,336.88,6421.3,158,2.9058,2.8163,0.83333,125.58,15.1,24.444,290.17,5
927,324.91,6437.4,158,2.861,2.5481,0.83333,125.58,14.7,24.444,271.64,5
928,305.96,6437.4,158,2.8163,2.2799,0.83333,126.8,14.1,24.444,242.73,5
929,302.96,6437.4,159,2.861,3.7998,0.83333,126.8,13.5,24.444,202.52,1
930,297.92,6437.4,159,2.9058,5.3198,0.83333,126.8,13,24.444,186.96,1
931,292.01,6437.4,159,2.8163,4.6492,0.83333,126.8,12.5,24.444,167.48,1
932,292.98,6437.4,159,2.9058,2.1905,0.85,128.32,12.4,24.444,122.89,1
933,293.98,6453.5,159,2.9505,2.414,0.85,128.32,12.3,24.444,91.897,1
934,290.01,6453.5,159,2.9058,0,0.85,128.32,12.4,24.444,113.7,1
935,283.01,6453.5,159,2.9505,0,0.86667,128.32,12.11,24.444,118.47,1
936,283.99,6453.5,159,3.0399,2.6375,0.88333,129.84,12.21,24.444,122.52,1
937,275.99,6453.5,158,3.0399,5.2304,0.9,129.84,11.91,24.444,128,1
938,263.99,6469.5,158,3.0846,4.4257,0.9,129.84,10.91,24.444,123.02,1
939,266.02,6469.5,158,3.0846,4.6939,0.9,129.84,10.71,24.444,108.73,1
940,264.08,6469.5,158,3.0399,4.6045,0.9,131.06,10.41,24.444,111.77,1
941,262.08,6469.5,158,3.0846,3.174,0.9,131.06,9.91,24.444,122.18,1
942,263,6469.5,157,3.2187,2.9058,0.93333,131.06,10.01,24.444,121.45,1
943,283.94,6485.6,157,3.3528,4.381,0.98333,131.06,9.51,24.444,115.78,1
944,251.81,6485.6,157,3.621,3.2634,1.0333,132.89,8.42,24.444,114.91,1
945,246.89,6485.6,157,3.5316,3.7998,1.0333,132.89,8.22,24.444,112.61,1
946,244.87,6485.6,157,3.621,3.2634,1.0667,132.89,7.72,24.444,110.96,1
947,250.84,6485.6,157,3.7104,4.0681,1.0833,132.89,7.42,24.444,111.47,1
948,257.85,6501.7,157,3.7998,3.5316,1.1,134.42,7.72,24.444,111.3,1
949,260.85,6501.7,157,3.8445,3.9786,1.1333,134.42,7.72,24.444,50.236,1
950,257.84,6501.7,157,3.8892,3.5763,1.1333,134.42,7.62,24.444,50.198,1
951,251.89,6501.7,157,3.8445,5.1857,1.1333,134.42,7.62,24.444,47.525,1
952,249.92,6517.8,157,3.7998,4.1575,1.1167,135.94,7.82,24.444,37.113,1
953,251.93,6517.8,157,3.7998,2.7269,1.1167,135.94,7.82,24.444,37.47,1
954,252.94,6517.8,157,3.7998,2.3693,1.1167,135.94,8.02,24.444,49.423,1
955,256.94,6517.8,157,3.7998,2.1011,1.1167,135.94,8.32,24.444,71.23,1
956,256.94,6533.9,157,3.7998,2.1011,1.1167,137.16,8.22,24.444,102.38,1
957,259.92,6533.9,157,3.7998,3.6657,1.1167,137.16,8.42,24.444,120.39,1
958,265.93,6533.9,157,3.7551,3.4422,1.1,137.16,8.82,24.444,115.25,1
959,272.95,6533.9,157,3.7104,3.5763,1.0833,137.16,9.12,24.444,131.76,1
960,280.96,6550,156,3.6657,4.0233,1.0833,138.68,9.62,24.444,123.67,1
961,282.92,6550,156,3.7104,4.5598,1.0667,138.68,9.82,24.444,120.45,1
962,254.89,6550,157,3.7104,3.7998,1,138.68,9.12,24.444,112.62,1
963,288.95,6550,157,3.5316,2.5481,1,138.68,9.02,24.444,99.775,1
964,275.95,6550,157,3.4869,3.3528,1,140.51,8.82,24.444,93.187,1
965,282.01,6566.1,157,3.3528,3.7998,0.98333,140.51,9.32,24.444,92.706,1
966,283.98,6566.1,156,3.3528,3.2187,0.98333,140.51,9.92,24.444,91.961,1
967,277.96,6566.1,156,3.3528,0,0.98333,140.51,10.31,24.444,91.947,1
968,274,6566.1,156,3.2634,0,0.96667,141.73,10.71,24.444,82.055,1
969,273.94,6566.1,156,3.3081,2.2799,0.96667,141.73,10.41,24.444,108.5,1
970,277.91,6582.2,156,3.3081,3.3975,0.96667,141.73,10.91,24.444,127.26,1
971,282.9,6582.2,156,3.2634,3.9339,0.96667,141.73,11.01,24.444,155.75,1
972,300.83,6582.2,157,3.3081,3.8445,0.96667,142.95,11.41,24.444,178.41,1
973,304.85,6582.2,157,3.2634,2.3246,0.95,142.95,12.31,24.444,204.24,1
974,306.88,6582.2,157,3.174,2.4587,0.93333,142.95,12.41,24.444,230.39,5
975,315.86,6598.3,157,3.174,2.414,0.91667,142.95,13,24.444,247.7,5
976,318.87,6598.3,157,3.1293,2.1011,0.9,143.87,13.5,24.444,235.88,5
977,330.93,6598.3,157,3.0399,2.3693,0.88333,143.87,14.1,24.444,212.71,5
978,344.91,6598.3,157,3.0399,0,0.88333,143.87,14.9,24.444,200.07,5
979,354.93,6598.3,158,2.9952,0,0.88333,143.87,15.6,24.444,175.9,5
980,349.92,6614.4,158,2.9952,0,0.88333,145.69,15.7,24.444,140.24,5
981,352.92,6614.4,158,2.9952,0,0.86667,145.69,15.7,24.444,109.97,5
982,351.01,6614.4,158,2.861,0,0.85,145.69,16.1,24.444,73.159,5
983,345.03,6614.4,158,2.8163,0,0.83333,145.69,15.7,24.444,82.472,5
984,341.94,6614.4,159,2.9505,0,0.85,146.61,15.6,24.444,107.7,5
985,342.98,6630.5,159,2.9058,0,0.86667,146.61,15.5,24.444,151.55,5
986,337.98,6630.5,159,2.9058,0,0.86667,146.61,14.8,24.444,183.43,5
987,326.89,6630.5,159,3.0399,0,0.88333,146.61,14.2,24.444,198.12,5
988,322.94,6630.5,159,2.9952,1.654,0.88333,147.22,14.1,24.444,201.21,5
989,304.92,6630.5,160,3.0399,2.1905,0.9,147.22,13.2,24.444,205.69,1
990,300.88,6630.5,160,3.1293,2.7716,0.9,147.22,12.6,24.444,195.73,1
991,297.91,6646.6,160,3.1293,3.0846,0.91667,147.22,12.51,24.444,165.39,1
992,295.96,6646.6,160,3.0846,1.3858,0.91667,148.44,12.01,24.444,185.37,1
993,289.97,6646.6,160,3.1293,0,0.91667,148.44,11.81,24.444,190.37,1
994,292.99,6646.6,160,3.1293,0,0.91667,148.44,12.01,24.444,187.2,1
995,296,6646.6,160,3.174,3.5763,0.93333,148.44,11.61,24.444,200.57,1
996,346.9,6662.7,160,3.3975,4.3363,0.98333,150.27,11.81,24.444,223.68,5
997,279.88,6662.7,160,3.4869,3.5316,1.0167,150.27,11.81,24.444,237.32,1
998,281.13,6662.7,160,3.1293,4.1128,1.0333,150.27,11.72,24.444,241.65,1
999,274.14,6662.7,160,3.174,4.3363,1.05,150.27,11.42,24.444,248.26,1
1000,263.13,6662.7,160,3.2187,4.9621,1.0667,151.79,10.32,24.444,256.32,1
1001,265.14,6678.8,160,3.2634,4.6492,1.1,151.79,9.82,24.444,266.3,1
1002,271.1,6678.8,160,3.3975,3.5763,1.1333,151.79,9.02,24.444,117.79,1
1003,267.08,6678.8,160,3.4869,4.1128,1.15,151.79,8.82,24.444,127.47,1
1004,260.09,6678.8,160,3.5316,4.2022,1.1667,152.7,8.42,24.444,124.8,1
1005,250.1,6694.9,159,3.621,4.2916,1.2,152.7,7.73,24.444,117.07,1
1006,245.07,6694.9,160,3.7104,3.8445,1.2167,152.7,7.33,24.444,115.35,1
1007,242.06,6694.9,160,3.7551,3.6657,1.2333,152.7,6.83,24.444,107.42,1
1008,240.05,6694.9,159,3.8445,3.621,1.2667,153.92,6.63,24.444,93.78,1
1009,244.03,6694.9,159,3.9339,3.7104,1.3,153.92,6.73,24.444,90.502,1
1010,247.07,6710.9,159,3.9339,3.8892,1.2833,153.92,6.93,24.444,97.659,1
1011,252.12,6710.9,159,3.8892,4.6492,1.2667,153.92,7.53,24.444,109.59,1
1012,263.22,6710.9,159,3.7551,4.4704,1.2333,155.14,8.43,24.444,115.18,1
1013,265.29,6710.9,159,3.6657,4.6045,1.2,155.14,9.13,24.444,105.34,1
1014,265.34,6727,159,3.621,3.4869,1.1833,155.14,9.44,24.444,86.477,1
1015,267.38,6727,159,3.5763,3.4869,1.1833,155.14,9.54,24.444,69.97,1
1016,268.43,6727,159,3.5316,3.3528,1.1667,156.97,9.34,24.444,60.109,1
1017,259.45,6727,159,3.5316,3.7104,1.1667,156.97,9.04,24.444,70.851,1
1018,257.46,6743.1,159,3.5763,3.9339,1.1833,156.97,8.84,24.444,95.24,1
1019,256.44,6743.1,159,3.6657,4.1128,1.2167,156.97,8.34,24.444,115.95,1
1020,252.45,6743.1,159,3.7104,3.5763,1.2333,157.58,7.74,24.444,141.17,1
1021,246.46,6743.1,159,3.7551,3.5763,1.25,157.58,7.64,24.444,145.19,1
